x_m,z_m,half_breadth_m
0.21,0.152084088721,0.260208739627
0.21,0.157006235492,0.247669018557
0.21,0.16195873784,0.234443906818
0.21,0.166938612565,0.220485900165
0.21,0.171942859974,0.205737335384
0.21,0.176968465698,0.190126455988
0.21,0.182012402498,0.173561309149
0.21,0.187071632096,0.155919771799
0.21,0.192143107002,0.137032121775
0.21,0.197223772347,0.116647732065
0.21,0.20231056773,0.0943628503492
0.21,0.207400429055,0.0694301752095
0.21,0.212490290381,0.0400376385903
0.21,0.217577085764,0
0.21,0.222657751109,0
0.21,0.227729226015,0
0.21,0.232788455613,0
0.21,0.237832392413,0
0.21,0.242857998136,0
0.21,0.247862245546,0
0.21,0.252842120271,0
0.21,0.257794622619,0
0.21,0.26271676939,0
0.21,0.267605595666,0
0.21,0.272458156601,0
0.21,0.277271529193,0
0.21,0.282042814048,0
0.21,0.28676913712,0
0.21,0.291447651451,0
0.21,0.296075538878,0
0.21,0.300650011734,0
0.21,0.305168314528,0
0.21,0.309627725605,0
0.21,0.31402555878,0
0.21,0.318359164964,0
0.21,0.322625933754,0
0.21,0.326823295009,0
0.21,0.330948720395,0
0.21,0.33499972491,0
0.21,0.338973868381,0
0.21,0.342868756931,0
0.21,0.346682044427,0
0.21,0.350411433885,0
0.21,0.354054678862,0
0.21,0.357609584802,0
0.21,0.361074010363,0
0.21,0.364445868705,0
0.21,0.367723128747,0
0.21,0.370903816389,0
0.21,0.373986015705,0
0.21,0.376967870092,0
0.21,0.379847583394,0
0.21,0.382623420977,0
0.21,0.385293710783,0
0.21,0.387856844327,0
0.21,0.390311277674,0
0.21,0.392655532366,0
0.21,0.394888196311,0
0.21,0.397007924635,0
0.21,0.399013440494,0
0.21,0.400903535839,0
0.21,0.402677072149,0
0.21,0.404332981111,0
0.21,0.405870265267,0
0.21,0.407287998615,0
0.21,0.408585327165,0
0.21,0.409761469456,0
0.21,0.410815717022,0
0.21,0.411747434826,0
0.21,0.412556061634,0
0.21,0.41324111036,0
0.21,0.413802168357,0
0.21,0.414238897663,0
0.21,0.414551035211,0
0.21,0.414738392979,0
0.21,0.414800858111,0
0.2625,0,0.495638337568
0.2625,6.24651316307e-05,0.495638289559
0.2625,0.000249822899863,0.495637640313
0.2625,0.000561960447384,0.495635003108
0.2625,0.000998689754205,0.495628219703
0.2625,0.00155974775092,0.495614412274
0.2625,0.00224479647718,0.495590020917
0.2625,0.00305342328524,0.495550835107
0.2625,0.00398514108855,0.495492022149
0.2625,0.00503938865514,0.495408154054
0.2625,0.0062155309457,0.495293233595
0.2625,0.0075128594961,0.495140719951
0.2625,0.00893059284412,0.494943554174
0.2625,0.0104678770002,0.49469418458
0.2625,0.0121237859619,0.494384592119
0.2625,0.0138973222715,0.494006315705
0.2625,0.0157874176171,0.49355047748
0.2625,0.0177929334759,0.493007807936
0.2625,0.0199126618001,0.49236867083
0.2625,0.0221453257447,0.491623087793
0.2625,0.0244895804365,0.490760762539
0.2625,0.0269440137839,0.489771104559
0.2625,0.0295071473283,0.488643252206
0.2625,0.0321774371336,0.487366095033
0.2625,0.0349532747173,0.485928295278
0.2625,0.0378329880186,0.484318308355
0.2625,0.0408148424058,0.482524402226
0.2625,0.0438970417214,0.48053467551
0.2625,0.0470777293637,0.478337074164
0.2625,0.0503549894054,0.475919406589
0.2625,0.0537268477477,0.473269356962
0.2625,0.0571912733091,0.4703744966
0.2625,0.0607461792493,0.467222293134
0.2625,0.0643894242258,0.463800117226
0.2625,0.0681188136841,0.460095246546
0.2625,0.0719321011795,0.456094866655
0.2625,0.07582698973,0.451786068413
0.2625,0.0798011332006,0.44715584142
0.2625,0.0838521377157,0.442191062951
0.2625,0.0879775631017,0.4368784817
0.2625,0.0921749243567,0.431204695521
0.2625,0.0964416931472,0.425156122191
0.2625,0.100775299331,0.418718961967
0.2625,0.105173132506,0.41187915044
0.2625,0.109632543582,0.404622299819
0.2625,0.114150846377,0.396933626292
0.2625,0.118725319233,0.388797860459
0.2625,0.12335320666,0.380199137031
0.2625,0.128031720991,0.371120858816
0.2625,0.132758044063,0.361545528495
0.2625,0.137529328917,0.351454539584
0.2625,0.14234270151,0.340827914981
0.2625,0.147195262445,0.329643977306
0.2625,0.152084088721,0.317878929118
0.2625,0.157006235492,0.305506312043
0.2625,0.16195873784,0.292496300192
0.2625,0.166938612565,0.278814761997
